STN,YEAR,MON,DAY,HR,O3(PPB)
ARH,2015,5,21,18,9999.99
ARH,2015,5,21,19,9999.99
ARH,2015,5,21,20,9999.99
ARH,2015,5,21,21,9999.99
ARH,2015,5,21,22,9999.99
ARH,2015,5,21,23,9999.99
ARH,2015,5,22,0,9999.99
ARH,2015,5,22,1,9999.99
ARH,2015,5,22,2,9999.99
ARH,2015,5,22,3,9999.99
ARH,2015,5,22,4,33.19
ARH,2015,5,22,5,33.29
ARH,2015,5,22,6,33.33
ARH,2015,5,22,7,33.31
ARH,2015,5,22,8,33.31
ARH,2015,5,22,9,33.22
ARH,2015,5,22,10,33.23
ARH,2015,5,22,11,33.37
ARH,2015,5,22,12,33.28
ARH,2015,5,22,13,33.29
ARH,2015,5,22,14,33.33
ARH,2015,5,22,15,33.27
ARH,2015,5,22,16,33.34
ARH,2015,5,22,17,33.41
ARH,2015,5,22,18,33.36
ARH,2015,5,22,19,33.36
ARH,2015,5,22,20,33.45
ARH,2015,5,22,21,33.51
ARH,2015,5,22,22,33.57
ARH,2015,5,22,23,33.61
ARH,2015,5,23,0,33.6
ARH,2015,5,23,1,33.62
ARH,2015,5,23,2,33.63
ARH,2015,5,23,3,33.67
ARH,2015,5,23,4,33.69
ARH,2015,5,23,5,33.71
ARH,2015,5,23,6,33.75
ARH,2015,5,23,7,33.68
ARH,2015,5,23,8,33.79
ARH,2015,5,23,9,33.86
ARH,2015,5,23,10,33.89
ARH,2015,5,23,11,33.91
ARH,2015,5,23,12,33.74
ARH,2015,5,23,13,33.94
ARH,2015,5,23,14,33.88
ARH,2015,5,23,15,34.01
ARH,2015,5,23,16,33.98
ARH,2015,5,23,17,33.9
ARH,2015,5,23,18,33.83
ARH,2015,5,23,19,33.8
ARH,2015,5,23,20,33.73
ARH,2015,5,23,21,33.84
ARH,2015,5,23,22,33.89
ARH,2015,5,23,23,33.98
ARH,2015,5,24,0,33.96
ARH,2015,5,24,1,34.05
ARH,2015,5,24,2,34.05
ARH,2015,5,24,3,34.04
ARH,2015,5,24,4,33.78
ARH,2015,5,24,5,33.75
ARH,2015,5,24,6,33.88
ARH,2015,5,24,7,9999.99
ARH,2015,5,24,8,9999.99
ARH,2015,5,24,9,33.75
ARH,2015,5,24,10,33.69
ARH,2015,5,24,11,33.83
ARH,2015,5,24,12,33.89
ARH,2015,5,24,13,33.93
ARH,2015,5,24,14,33.85
ARH,2015,5,24,15,33.84
ARH,2015,5,24,16,33.93
ARH,2015,5,24,17,33.85
ARH,2015,5,24,18,33.88
ARH,2015,5,24,19,33.87
ARH,2015,5,24,20,33.85
ARH,2015,5,24,21,34.04
ARH,2015,5,24,22,33.97
ARH,2015,5,24,23,34.23
ARH,2015,5,25,0,33.94
ARH,2015,5,25,1,34.05
ARH,2015,5,25,2,34.1
ARH,2015,5,25,3,34.09
ARH,2015,5,25,4,33.93
ARH,2015,5,25,5,33.93
ARH,2015,5,25,6,33.94
ARH,2015,5,25,7,33.92
ARH,2015,5,25,8,33.9
ARH,2015,5,25,9,33.96
ARH,2015,5,25,10,33.84
ARH,2015,5,25,11,33.81
ARH,2015,5,25,12,33.82
ARH,2015,5,25,13,33.84
ARH,2015,5,25,14,33.87
ARH,2015,5,25,15,33.89
ARH,2015,5,25,16,33.91
ARH,2015,5,25,17,33.82
ARH,2015,5,25,18,33.79
ARH,2015,5,25,19,33.85
ARH,2015,5,25,20,33.94
ARH,2015,5,25,21,33.97
ARH,2015,5,25,22,33.94
ARH,2015,5,25,23,9999.99
ARH,2015,5,26,0,33.71
ARH,2015,5,26,1,33.84
ARH,2015,5,26,2,33.81
ARH,2015,5,26,3,33.91
ARH,2015,5,26,4,34
ARH,2015,5,26,5,34.11
ARH,2015,5,26,6,34.08
ARH,2015,5,26,7,9999.99
ARH,2015,5,26,8,33.83
ARH,2015,5,26,9,34.04
ARH,2015,5,26,10,33.91
ARH,2015,5,26,11,34
ARH,2015,5,26,12,33.93
ARH,2015,5,26,13,33.99
ARH,2015,5,26,14,33.99
ARH,2015,5,26,15,33.91
ARH,2015,5,26,16,33.94
ARH,2015,5,26,17,33.97
ARH,2015,5,26,18,33.94
ARH,2015,5,26,19,33.97
ARH,2015,5,26,20,33.98
ARH,2015,5,26,21,33.88
ARH,2015,5,26,22,33.82
ARH,2015,5,26,23,33.93
ARH,2015,5,27,0,34.17
ARH,2015,5,27,1,34.02
ARH,2015,5,27,2,33.95
ARH,2015,5,27,3,33.81
ARH,2015,5,27,4,33.8
ARH,2015,5,27,5,33.76
ARH,2015,5,27,6,33.71
ARH,2015,5,27,7,33.74
ARH,2015,5,27,8,33.74
ARH,2015,5,27,9,33.74
ARH,2015,5,27,10,33.81
ARH,2015,5,27,11,33.8
ARH,2015,5,27,12,33.79
ARH,2015,5,27,13,33.79
ARH,2015,5,27,14,33.77
ARH,2015,5,27,15,33.76
ARH,2015,5,27,16,33.83
ARH,2015,5,27,17,33.79
ARH,2015,5,27,18,33.77
ARH,2015,5,27,19,33.89
ARH,2015,5,27,20,33.78
ARH,2015,5,27,21,33.7
ARH,2015,5,27,22,33.64
ARH,2015,5,27,23,33.67
ARH,2015,5,28,0,33.69
ARH,2015,5,28,1,33.71
ARH,2015,5,28,2,33.61
ARH,2015,5,28,3,9999.99
ARH,2015,5,28,4,9999.99
ARH,2015,5,28,5,9999.99
ARH,2015,5,28,6,9999.99
ARH,2015,5,28,7,9999.99
ARH,2015,5,28,8,9999.99
ARH,2015,5,28,9,9999.99
ARH,2015,5,28,10,9999.99
ARH,2015,5,28,11,9999.99
ARH,2015,5,28,12,9999.99
ARH,2015,5,28,13,9999.99
ARH,2015,5,28,14,33.63
ARH,2015,5,28,15,33.6
ARH,2015,5,28,16,33.62
ARH,2015,5,28,17,33.59
ARH,2015,5,28,18,33.57
ARH,2015,5,28,19,33.61
ARH,2015,5,28,20,33.55
ARH,2015,5,28,21,33.63
ARH,2015,5,28,22,33.64
ARH,2015,5,28,23,33.61
ARH,2015,5,29,0,33.62
ARH,2015,5,29,1,33.58
ARH,2015,5,29,2,33.55
ARH,2015,5,29,3,33.57
ARH,2015,5,29,4,33.59
ARH,2015,5,29,5,33.5
ARH,2015,5,29,6,33.51
ARH,2015,5,29,7,33.54
ARH,2015,5,29,8,33.58
ARH,2015,5,29,9,33.66
ARH,2015,5,29,10,33.6
ARH,2015,5,29,11,33.54
ARH,2015,5,29,12,33.5
ARH,2015,5,29,13,33.52
ARH,2015,5,29,14,33.52
ARH,2015,5,29,15,33.59
ARH,2015,5,29,16,33.62
ARH,2015,5,29,17,33.59
ARH,2015,5,29,18,33.61
ARH,2015,5,29,19,33.59
ARH,2015,5,29,20,33.5
ARH,2015,5,29,21,9999.99
ARH,2015,5,29,22,9999.99
ARH,2015,5,29,23,9999.99
ARH,2015,5,30,0,9999.99
ARH,2015,5,30,1,9999.99
ARH,2015,5,30,2,9999.99
ARH,2015,5,30,3,9999.99
ARH,2015,5,30,4,9999.99
ARH,2015,5,30,5,33.56
ARH,2015,5,30,6,33.69
ARH,2015,5,30,7,34.12
ARH,2015,5,30,8,34.14
ARH,2015,5,30,9,34.15
ARH,2015,5,30,10,34.32
ARH,2015,5,30,11,34.35
ARH,2015,5,30,12,34.22
ARH,2015,5,30,13,34.27
ARH,2015,5,30,14,34.12
ARH,2015,5,30,15,34.17
ARH,2015,5,30,16,34.14
ARH,2015,5,30,17,34.14
ARH,2015,5,30,18,34.19
ARH,2015,5,30,19,34.28
ARH,2015,5,30,20,34.3
ARH,2015,5,30,21,34.26
ARH,2015,5,30,22,34.36
ARH,2015,5,30,23,34.27
ARH,2015,5,31,0,34.25
ARH,2015,5,31,1,34.26
ARH,2015,5,31,2,34.26
ARH,2015,5,31,3,34.25
ARH,2015,5,31,4,34.33
ARH,2015,5,31,5,34.31
ARH,2015,5,31,6,34.32
ARH,2015,5,31,7,34.35
ARH,2015,5,31,8,34.4
ARH,2015,5,31,9,34.51
ARH,2015,5,31,10,34.52
ARH,2015,5,31,11,34.39
ARH,2015,5,31,12,34.18
ARH,2015,5,31,13,34.16
ARH,2015,5,31,14,34.43
ARH,2015,5,31,15,34.56
ARH,2015,5,31,16,34.52
ARH,2015,5,31,17,34.24
ARH,2015,5,31,18,34.4
ARH,2015,5,31,19,34.24
ARH,2015,5,31,20,34.35
ARH,2015,5,31,21,34.38
ARH,2015,5,31,22,34.16
ARH,2015,5,31,23,9999.99
ARH,2016,5,1,0,30.21
ARH,2016,5,1,1,30.2
ARH,2016,5,1,2,30.13
ARH,2016,5,1,3,30.13
ARH,2016,5,1,4,30.17
ARH,2016,5,1,5,30.09
ARH,2016,5,1,6,30.06
ARH,2016,5,1,7,30.05
ARH,2016,5,1,8,30.05
ARH,2016,5,1,9,30
ARH,2016,5,1,10,30
ARH,2016,5,1,11,29.95
ARH,2016,5,1,12,29.96
ARH,2016,5,1,13,29.98
ARH,2016,5,1,14,29.98
ARH,2016,5,1,15,30.01
ARH,2016,5,1,16,29.98
ARH,2016,5,1,17,30.01
ARH,2016,5,1,18,30.05
ARH,2016,5,1,19,30.03
ARH,2016,5,1,20,30
ARH,2016,5,1,21,30.02
ARH,2016,5,1,22,30.03
ARH,2016,5,1,23,30.03
ARH,2016,5,2,0,29.97
ARH,2016,5,2,1,9999.99
ARH,2016,5,2,2,9999.99
ARH,2016,5,2,3,29.96
ARH,2016,5,2,4,29.83
ARH,2016,5,2,5,29.93
ARH,2016,5,2,6,29.91
ARH,2016,5,2,7,29.95
ARH,2016,5,2,8,29.94
ARH,2016,5,2,9,29.94
ARH,2016,5,2,10,29.85
ARH,2016,5,2,11,29.89
ARH,2016,5,2,12,29.93
ARH,2016,5,2,13,29.94
ARH,2016,5,2,14,29.91
ARH,2016,5,2,15,29.73
ARH,2016,5,2,16,29.83
ARH,2016,5,2,17,29.84
ARH,2016,5,2,18,29.82
ARH,2016,5,2,19,29.74
ARH,2016,5,2,20,29.76
ARH,2016,5,2,21,29.66
ARH,2016,5,2,22,29.74
ARH,2016,5,2,23,29.75
ARH,2016,5,3,0,29.71
ARH,2016,5,3,1,29.75
ARH,2016,5,3,2,29.67
ARH,2016,5,3,3,29.51
ARH,2016,5,3,4,29.25
ARH,2016,5,3,5,27.52
ARH,2016,5,3,6,29.72
ARH,2016,5,3,7,29.65
ARH,2016,5,3,8,29.58
ARH,2016,5,3,9,29.8
ARH,2016,5,3,10,29.53
ARH,2016,5,3,11,29.56
ARH,2016,5,3,12,29.64
ARH,2016,5,3,13,29.82
ARH,2016,5,3,14,29.79
ARH,2016,5,3,15,29.66
ARH,2016,5,3,16,29.65
ARH,2016,5,3,17,29.61
ARH,2016,5,3,18,29.66
ARH,2016,5,3,19,29.7
ARH,2016,5,3,20,29.71
ARH,2016,5,3,21,29.8
ARH,2016,5,3,22,29.81
ARH,2016,5,3,23,29.92
ARH,2016,5,4,0,30.06
ARH,2016,5,4,1,30.12
ARH,2016,5,4,2,30.28
ARH,2016,5,4,3,30.37
ARH,2016,5,4,4,30.41
ARH,2016,5,4,5,30.55
ARH,2016,5,4,6,31.37
ARH,2016,5,4,7,31.46
ARH,2016,5,4,8,31.66
ARH,2016,5,4,9,31.7
ARH,2016,5,4,10,31.66
ARH,2016,5,4,11,31.46
ARH,2016,5,4,12,31.89
ARH,2016,5,4,13,31.92
ARH,2016,5,4,14,31.86
ARH,2016,5,4,15,31.51
ARH,2016,5,4,16,31.69
ARH,2016,5,4,17,31.49
ARH,2016,5,4,18,29.97
ARH,2016,5,4,19,30.42
ARH,2016,5,4,20,31.33
ARH,2016,5,4,21,31.46
ARH,2016,5,4,22,31.28
ARH,2016,5,4,23,31.37
ARH,2016,5,5,0,31.43
ARH,2016,5,5,1,31.64
ARH,2016,5,5,2,31.72
ARH,2016,5,5,3,28.91
ARH,2016,5,5,4,31.16
ARH,2016,5,5,5,31.23
ARH,2016,5,5,6,31.73
ARH,2016,5,5,7,31.59
ARH,2016,5,5,8,31.4
ARH,2016,5,5,9,30.84
ARH,2016,5,5,10,30.87
ARH,2016,5,5,11,31.14
ARH,2016,5,5,12,31
ARH,2016,5,5,13,30.63
ARH,2016,5,5,14,31
ARH,2016,5,5,15,31.33
ARH,2016,5,5,16,31.33
ARH,2016,5,5,17,31.5
ARH,2016,5,5,18,31.52
ARH,2016,5,5,19,31.26
ARH,2016,5,5,20,31.2
ARH,2016,5,5,21,31.31
ARH,2016,5,5,22,31.61
ARH,2016,5,5,23,31.64
ARH,2016,5,6,0,31.85
ARH,2016,5,6,1,31.77
ARH,2016,5,6,2,31.72
ARH,2016,5,6,3,31.77
ARH,2016,5,6,4,31.7
ARH,2016,5,6,5,31.66
ARH,2016,5,6,6,31.75
ARH,2016,5,6,7,30.98
ARH,2016,5,6,8,30.17
ARH,2016,5,6,9,26.1
ARH,2016,5,6,10,27.09
ARH,2016,5,6,11,29.5
ARH,2016,5,6,12,29.42
ARH,2016,5,6,13,29.38
ARH,2016,5,6,14,29.48
ARH,2016,5,6,15,29.48
ARH,2016,5,6,16,29.48
ARH,2016,5,6,17,29.54
ARH,2016,5,6,18,29.55
ARH,2016,5,6,19,29.65
ARH,2016,5,6,20,29.63
ARH,2016,5,6,21,29.54
ARH,2016,5,6,22,29.55
ARH,2016,5,6,23,29.49
ARH,2016,5,7,0,29.47
ARH,2016,5,7,1,29.49
ARH,2016,5,7,2,29.51
ARH,2016,5,7,3,29.63
ARH,2016,5,7,4,29.74
ARH,2016,5,7,5,29.78
ARH,2016,5,7,6,29.57
ARH,2016,5,7,7,29.74
ARH,2016,5,7,8,9999.99
ARH,2016,5,7,9,9999.99
ARH,2016,5,7,10,28.69
ARH,2016,5,7,11,29.64
ARH,2016,5,7,12,29.65
ARH,2016,5,7,13,29.72
ARH,2016,5,7,14,29.71
ARH,2016,5,7,15,29.73
ARH,2016,5,7,16,29.81
ARH,2016,5,7,17,29.81
ARH,2016,5,7,18,29.85
ARH,2016,5,7,19,29.82
ARH,2016,5,7,20,29.96
ARH,2016,5,7,21,30.01
ARH,2016,5,7,22,30.01
ARH,2016,5,7,23,29.98
ARH,2016,5,8,0,29.97
ARH,2016,5,8,1,30.02
ARH,2016,5,8,2,30.09
ARH,2016,5,8,3,30.42
ARH,2016,5,8,4,30.53
ARH,2016,5,8,5,30.5
ARH,2016,5,8,6,30.51
ARH,2016,5,8,7,30.49
ARH,2016,5,8,8,30.45
ARH,2016,5,8,9,30.38
ARH,2016,5,8,10,30.43
ARH,2016,5,8,11,30.42
ARH,2016,5,8,12,30.24
ARH,2016,5,8,13,30.32
ARH,2016,5,8,14,30.38
ARH,2016,5,8,15,30.55
ARH,2016,5,8,16,30.56
ARH,2016,5,8,17,30.53
ARH,2016,5,8,18,30.65
ARH,2016,5,8,19,30.58
ARH,2016,5,8,20,30.42
ARH,2016,5,8,21,29.99
ARH,2016,5,8,22,29.86
ARH,2016,5,8,23,29.76
ARH,2016,5,9,0,29.78
ARH,2016,5,9,1,29.75
ARH,2016,5,9,2,29.7
ARH,2016,5,9,3,29.66
ARH,2016,5,9,4,29.61
ARH,2016,5,9,5,29.58
ARH,2016,5,9,6,29.58
ARH,2016,5,9,7,29.57
ARH,2016,5,9,8,29.59
ARH,2016,5,9,9,29.58
ARH,2016,5,9,10,29.62
ARH,2016,5,9,11,29.78
ARH,2016,5,9,12,29.77
ARH,2016,5,9,13,29.91
ARH,2016,5,9,14,29.89
ARH,2016,5,9,15,29.81
ARH,2016,5,9,16,29.71
ARH,2016,5,9,17,29.68
ARH,2016,5,9,18,29.68
ARH,2016,5,9,19,29.68
ARH,2016,5,9,20,29.71
ARH,2016,5,9,21,29.75
ARH,2016,5,9,22,29.61
ARH,2016,5,9,23,29.6
ARH,2016,5,10,0,9999.99
ARH,2016,5,10,1,9999.99
ARH,2016,5,10,2,9999.99
ARH,2016,5,10,3,29.89
ARH,2016,5,10,4,30.12
ARH,2016,5,10,5,29.33
ARH,2016,5,10,6,25.84
ARH,2016,5,10,7,30.68
ARH,2016,5,10,8,30.29
ARH,2016,5,10,9,30.58
ARH,2016,5,10,10,30.53
ARH,2016,5,10,11,30.54
ARH,2016,5,10,12,30.5
ARH,2016,5,10,13,30.74
ARH,2016,5,10,14,30.79
ARH,2016,5,10,15,30.78
ARH,2016,5,10,16,30.74
ARH,2016,5,10,17,30.61
ARH,2016,5,10,18,30.12
ARH,2016,5,10,19,30.04
ARH,2016,5,10,20,30.07
ARH,2016,5,10,21,29.87
ARH,2016,5,10,22,30.3
ARH,2016,5,10,23,30.78
ARH,2016,5,11,0,30.71
ARH,2016,5,11,1,30.35
ARH,2016,5,11,2,30.38
ARH,2016,5,11,3,30.4
ARH,2016,5,11,4,30.37
ARH,2016,5,11,5,30.39
ARH,2016,5,11,6,30.45
ARH,2016,5,11,7,30.5
ARH,2016,5,11,8,30.55
ARH,2016,5,11,9,30.49
ARH,2016,5,11,10,30.53
ARH,2016,5,11,11,30.51
ARH,2016,5,11,12,30.48
ARH,2016,5,11,13,30.45
ARH,2016,5,11,14,30.32
ARH,2016,5,11,15,30.33
ARH,2016,5,11,16,30.29
ARH,2016,5,11,17,30.34
ARH,2016,5,11,18,30.36
ARH,2016,5,11,19,30.43
ARH,2016,5,11,20,30.45
ARH,2016,5,11,21,30.47
ARH,2016,5,11,22,30.36
ARH,2016,5,11,23,30.18
ARH,2016,5,12,0,30.17
ARH,2016,5,12,1,30.25
ARH,2016,5,12,2,30.32
ARH,2016,5,12,3,30.47
ARH,2016,5,12,4,30.48
ARH,2016,5,12,5,30.84
ARH,2016,5,12,6,31.41
ARH,2016,5,12,7,31.45
ARH,2016,5,12,8,31.5
ARH,2016,5,12,9,31.43
ARH,2016,5,12,10,31.5
ARH,2016,5,12,11,31.37
ARH,2016,5,12,12,31.36
ARH,2016,5,12,13,31.31
ARH,2016,5,12,14,30.96
ARH,2016,5,12,15,30.77
ARH,2016,5,12,16,30.55
ARH,2016,5,12,17,30.39
ARH,2016,5,12,18,30.41
ARH,2016,5,12,19,30.39
ARH,2016,5,12,20,30.22
ARH,2016,5,12,21,30.35
ARH,2016,5,12,22,30.3
ARH,2016,5,12,23,30.32
ARH,2016,5,13,0,30.45
ARH,2016,5,13,1,30.41
ARH,2016,5,13,2,30.31
ARH,2016,5,13,3,30.31
ARH,2016,5,13,4,30.22
ARH,2016,5,13,5,30.21
ARH,2016,5,13,6,30.24
ARH,2016,5,13,7,30.18
ARH,2016,5,13,8,30.2
ARH,2016,5,13,9,30.31
ARH,2016,5,13,10,30.19
ARH,2016,5,13,11,30.3
ARH,2016,5,13,12,30.26
ARH,2016,5,13,13,30.09
ARH,2016,5,13,14,30.16
ARH,2016,5,13,15,30.19
ARH,2016,5,13,16,30.22
ARH,2016,5,13,17,30.16
ARH,2016,5,13,18,30.24
ARH,2016,5,13,19,30.35
ARH,2016,5,13,20,30.33
ARH,2016,5,13,21,30.26
ARH,2016,5,13,22,30.35
ARH,2016,5,13,23,30.35
ARH,2016,5,14,0,30.36
ARH,2016,5,14,1,30.29
ARH,2016,5,14,2,30.26
ARH,2016,5,14,3,30.26
ARH,2016,5,14,4,30.3
ARH,2016,5,14,5,30.52
ARH,2016,5,14,6,30.22
ARH,2016,5,14,7,30
ARH,2016,5,14,8,30.43
ARH,2016,5,14,9,30.52
ARH,2016,5,14,10,30.63
ARH,2016,5,14,11,30.65
ARH,2016,5,14,12,30.53
ARH,2016,5,14,13,30.13
ARH,2016,5,14,14,30.16
ARH,2016,5,14,15,30.1
ARH,2016,5,14,16,30.09
ARH,2016,5,14,17,30.35
ARH,2016,5,14,18,30.44
ARH,2016,5,14,19,30.17
ARH,2016,5,14,20,30.17
ARH,2016,5,14,21,30.25
ARH,2016,5,14,22,30.3
ARH,2016,5,14,23,30.43
ARH,2016,5,15,0,30.66
ARH,2016,5,15,1,30.47
ARH,2016,5,15,2,26.35
ARH,2016,5,15,3,30.28
ARH,2016,5,15,4,30.58
ARH,2016,5,15,5,30.73
ARH,2016,5,15,6,30.93
ARH,2016,5,15,7,30.74
ARH,2016,5,15,8,30.62
ARH,2016,5,15,9,30.72
ARH,2016,5,15,10,31.02
ARH,2016,5,15,11,31.94
ARH,2016,5,15,12,31.93
ARH,2016,5,15,13,32.16
ARH,2016,5,15,14,32.26
ARH,2016,5,15,15,32.54
ARH,2016,5,15,16,32.65
ARH,2016,5,15,17,32.56
ARH,2016,5,15,18,32.47
ARH,2016,5,15,19,32.65
ARH,2016,5,15,20,32.63
ARH,2016,5,15,21,32.57
ARH,2016,5,15,22,32.51
ARH,2016,5,15,23,32.47
ARH,2016,5,16,0,32.48
ARH,2016,5,16,1,32.39
ARH,2016,5,16,2,32.42
ARH,2016,5,16,3,32.5
ARH,2016,5,16,4,32.61
ARH,2016,5,16,5,32.59
ARH,2016,5,16,6,32.53
ARH,2016,5,16,7,32.54
ARH,2016,5,16,8,32.53
ARH,2016,5,16,9,32.57
ARH,2016,5,16,10,32.66
ARH,2016,5,16,11,32.69
ARH,2016,5,16,12,32.67
ARH,2016,5,16,13,32.64
ARH,2016,5,16,14,32.61
ARH,2016,5,16,15,32.61
ARH,2016,5,16,16,32.49
ARH,2016,5,16,17,32.45
ARH,2016,5,16,18,32.44
ARH,2016,5,16,19,32.42
ARH,2016,5,16,20,32.4
ARH,2016,5,16,21,32.37
ARH,2016,5,16,22,32.39
ARH,2016,5,16,23,32.4
ARH,2016,5,17,0,32.46
ARH,2016,5,17,1,32.49
ARH,2016,5,17,2,32.46
ARH,2016,5,17,3,32.45
ARH,2016,5,17,4,32.49
ARH,2016,5,17,5,32.46
ARH,2016,5,17,6,32.46
ARH,2016,5,17,7,32.52
ARH,2016,5,17,8,32.49
ARH,2016,5,17,9,32.5
ARH,2016,5,17,10,32.54
ARH,2016,5,17,11,32.5
ARH,2016,5,17,12,32.52
ARH,2016,5,17,13,32.5
ARH,2016,5,17,14,32.41
ARH,2016,5,17,15,32.36
ARH,2016,5,17,16,32.39
ARH,2016,5,17,17,32.27
ARH,2016,5,17,18,32.17
ARH,2016,5,17,19,32.24
ARH,2016,5,17,20,32
ARH,2016,5,17,21,32.33
ARH,2016,5,17,22,32.26
ARH,2016,5,17,23,32.26
ARH,2016,5,18,0,32.22
ARH,2016,5,18,1,32.17
ARH,2016,5,18,2,32.19
ARH,2016,5,18,3,32.2
ARH,2016,5,18,4,32.2
ARH,2016,5,18,5,32.22
ARH,2016,5,18,6,32.23
ARH,2016,5,18,7,32.24
ARH,2016,5,18,8,32.28
ARH,2016,5,18,9,32.28
ARH,2016,5,18,10,32.27
ARH,2016,5,18,11,32.25
ARH,2016,5,18,12,32.18
ARH,2016,5,18,13,32.15
ARH,2016,5,18,14,32.19
ARH,2016,5,18,15,32.33
ARH,2016,5,18,16,32.36
ARH,2016,5,18,17,32.3
ARH,2016,5,18,18,32.35
ARH,2016,5,18,19,32.4
ARH,2016,5,18,20,32.37
ARH,2016,5,18,21,32.37
ARH,2016,5,18,22,32.35
ARH,2016,5,18,23,32.39
ARH,2016,5,19,0,32.41
ARH,2016,5,19,1,32.42
ARH,2016,5,19,2,32.46
ARH,2016,5,19,3,31.35
ARH,2016,5,19,4,32.38
ARH,2016,5,19,5,32.24
ARH,2016,5,19,6,32.07
ARH,2016,5,19,7,32.08
ARH,2016,5,19,8,31.97
ARH,2016,5,19,9,31.82
ARH,2016,5,19,10,31.55
ARH,2016,5,19,11,31.76
ARH,2016,5,19,12,31.71
ARH,2016,5,19,13,31.72
ARH,2016,5,19,14,31.52
ARH,2016,5,19,15,31.83
ARH,2016,5,19,16,32.01
ARH,2016,5,19,17,31.95
ARH,2016,5,19,18,32.23
ARH,2016,5,19,19,32.3
ARH,2016,5,19,20,32.37
ARH,2016,5,19,21,32.34
ARH,2016,5,19,22,32.32
ARH,2016,5,19,23,32.29
ARH,2016,5,20,0,31.97
ARH,2016,5,20,1,32.02
ARH,2016,5,20,2,31.65
ARH,2016,5,20,3,32.02
ARH,2016,5,20,4,32.17
ARH,2016,5,20,5,32.22
ARH,2016,5,20,6,32.22
ARH,2016,5,20,7,26.92
ARH,2016,5,20,8,31.74
ARH,2016,5,20,9,31.93
ARH,2016,5,20,10,31.44
ARH,2016,5,20,11,32.45
ARH,2016,5,20,12,29.07
ARH,2016,5,20,13,27.33
ARH,2016,5,20,14,32.47
ARH,2016,5,20,15,32.6
ARH,2016,5,20,16,33.27
ARH,2016,5,20,17,33.22
ARH,2016,5,20,18,33.5
ARH,2016,5,20,19,33.79
ARH,2016,5,20,20,34.22
ARH,2016,5,20,21,33.73
ARH,2016,5,20,22,33.45
ARH,2016,5,20,23,33.59
ARH,2016,5,21,0,33.37
ARH,2016,5,21,1,33.27
ARH,2016,5,21,2,33.11
ARH,2016,5,21,3,33.64
ARH,2016,5,21,4,31.85
ARH,2016,5,21,5,33.67
ARH,2016,5,21,6,33.05
ARH,2016,5,21,7,33.37
ARH,2016,5,21,8,33.33
ARH,2016,5,21,9,33.29
ARH,2016,5,21,10,33.7
ARH,2016,5,21,11,33.61
ARH,2016,5,21,12,33.62
ARH,2016,5,21,13,33.72
ARH,2016,5,21,14,33.69
ARH,2016,5,21,15,33.56
ARH,2016,5,21,16,33.51
ARH,2016,5,21,17,33.53
ARH,2016,5,21,18,33.52
ARH,2016,5,21,19,33.41
ARH,2016,5,21,20,33.4
ARH,2016,5,21,21,33.28
ARH,2016,5,21,22,33.2
ARH,2016,5,21,23,33.08
ARH,2016,5,22,0,33.11
ARH,2016,5,22,1,33.08
ARH,2016,5,22,2,33.01
ARH,2016,5,22,3,32.65
ARH,2016,5,22,4,33.07
ARH,2016,5,22,5,33.27
ARH,2016,5,22,6,33.59
ARH,2016,5,22,7,33.62
ARH,2016,5,22,8,33.44
ARH,2016,5,22,9,33.55
ARH,2016,5,22,10,33.4
ARH,2016,5,22,11,33.25
ARH,2016,5,22,12,33.19
ARH,2016,5,22,13,33.17
ARH,2016,5,22,14,33.12
ARH,2016,5,22,15,33.04
ARH,2016,5,22,16,33.08
ARH,2016,5,22,17,33.12
ARH,2016,5,22,18,33.23
ARH,2016,5,22,19,33.25
ARH,2016,5,22,20,33.22
ARH,2016,5,22,21,33.14
ARH,2016,5,22,22,33.2
ARH,2016,5,22,23,33.09
ARH,2016,5,23,0,32.73
ARH,2016,5,23,1,31
ARH,2016,5,23,2,31.86
ARH,2016,5,23,3,28.91
ARH,2016,5,23,4,30.37
ARH,2016,5,23,5,32.54
ARH,2016,5,23,6,33.24
ARH,2016,5,23,7,33.09
ARH,2016,5,23,8,29.4
ARH,2016,5,23,9,33.18
ARH,2016,5,23,10,33.19
ARH,2016,5,23,11,33.47
ARH,2016,5,23,12,33.45
ARH,2016,5,23,13,33.63
ARH,2016,5,23,14,33.63
ARH,2016,5,23,15,33.52
ARH,2016,5,23,16,33.71
ARH,2016,5,23,17,33.69
ARH,2016,5,23,18,33.57
ARH,2016,5,23,19,33.03
ARH,2016,5,23,20,33.22
ARH,2016,5,23,21,33.52
ARH,2016,5,23,22,33.41
ARH,2016,5,23,23,33.22
ARH,2016,5,24,0,30.83
ARH,2016,5,24,1,33.53
ARH,2016,5,24,2,33.22
ARH,2016,5,24,3,33.04
ARH,2016,5,24,4,32.89
ARH,2016,5,24,5,32.89
ARH,2016,5,24,6,33.02
ARH,2016,5,24,7,33.24
ARH,2016,5,24,8,33.44
ARH,2016,5,24,9,33.63
ARH,2016,5,24,10,33.81
ARH,2016,5,24,11,33.9
ARH,2016,5,24,12,33.43
ARH,2016,5,24,13,33.89
ARH,2016,5,24,14,33.94
ARH,2016,5,24,15,33.91
ARH,2016,5,24,16,33.86
ARH,2016,5,24,17,29.94
ARH,2016,5,24,18,33.73
ARH,2016,5,24,19,33.87
ARH,2016,5,24,20,33.77
ARH,2016,5,24,21,33.91
